ID,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,good_country
41077,29,1,142,24.84615385,0.706349206,8,0,13495,3,0,0,32,1,26,0
41078,29,1,4,27,0.5,1,0,7765,115,0,0,0,1,57,0
41079,18,0,3,19.5,0.333333333,2,1,10259,42,0,0,3,1,14,0
41080,26,0,10,25.85714286,0.285714286,5,0,29063,96,1,0,0,1,64,1
41081,37,1,1,19,0,1,0,4144,0,0,0,1,1,8,0
41082,24,1,2,23.5,0,1,0,1532,128,0,0,2,1,34,0
41083,22,1,48,19.05405405,0.651162791,3,1,48710,1861,26,9,2,1,21,0
41084,15,1,2,27,0.5,2,0,6837,7,0,1,1,1,47,1
41085,19,1,3,23.5,1,1,0,11863,740,0,1,1,1,19,1
41086,22,1,21,22.90909091,0.8,2,1,46384,124,9,5,39,1,68,1
41087,21,0,20,23.5,0.666666667,6,0,18224,19,0,1,7,1,60,0
41088,47,1,1,36,1,1,0,53,0,0,1,1,1,52,0
41089,24,1,7,22.28571429,0.571428571,4,0,27636,83,0,0,2,1,42,0
41090,25,1,9,26.2,0.333333333,6,0,26495,142,0,0,3,1,17,0
41091,22,0,31,22.04761905,0.88,13,1,823,7,0,0,8,1,12,1
41092,18,1,9,17.75,0.777777778,1,1,13555,387,0,0,2,1,12,0
41093,25,1,2,24.5,0.5,1,0,1331,25,0,0,10,1,57,0
41094,23,1,10,25,0.888888889,2,1,12152,36,0,0,1,1,45,0
41095,25,1,632,24.50373134,0.835314092,70,24,269114,1112,90,0,1006,1,77,1
41096,34,1,49,31.16666667,0.511627907,17,7,18629,1695,0,2,42,1,50,1
41097,29,1,21,23.5,0.647058824,10,0,21293,142,1,0,33,1,60,0
41098,27,1,51,26.17142857,0.682926829,7,1,41645,498,0,0,46,1,87,0
41099,23,1,3,21.5,0.333333333,3,0,5718,88,0,1,1,1,53,0
41100,26,1,69,23.81132076,0.649122807,6,2,19256,89,1,0,22,1,20,0
41101,20,1,31,22.31818182,0.545454546,5,1,9971,636,0,0,32,1,29,0
41102,24,1,17,21.92307692,0.846153846,1,0,19382,10,0,1,1,1,39,1
41103,27,1,23,26.73333333,0.666666667,3,1,33336,232,0,1,3,1,71,1
41104,22,1,21,23.76923077,0.75,3,0,16695,160,1,1,18,1,60,0
41105,35,1,34,32.25,0.888888889,12,2,9739,155,1,1,10,1,111,0
41106,26,1,9,22.16666667,0.666666667,3,2,14451,0,0,0,2,1,24,0
41107,18,1,17,19.5,0.529411765,6,0,13701,67,0,0,17,1,15,0
41108,28,1,21,23.35714286,0.52631579,9,0,77004,767,0,1,14,1,56,0
41109,26,1,3,26.5,1,3,0,10714,253,0,0,2,1,78,0
41110,27,0,8,27.66666667,1,2,0,2403,5,0,4,3,1,24,0
41111,26,0,7,29.33333333,1,2,0,242,2,0,1,3,1,46,0
41112,34,1,3,37,1,1,0,3627,2,0,1,3,1,47,1
41113,23,1,8,26,0.333333333,2,0,55570,394,0,0,2,1,61,0
41114,24,1,54,27.64864865,0.674418605,18,6,4802,453,1,0,146,1,35,0
41115,24,1,4,24.33333333,0.666666667,1,0,23432,176,1,1,1,1,44,0
41116,22,1,3,22.66666667,0.333333333,1,0,4995,18,0,1,2,1,29,1
41117,19,0,43,21.14705882,0.702702703,12,1,20628,170,0,1,172,1,16,0
41118,19,0,90,21.95652174,0.449275362,4,0,70453,818,1,0,39,1,55,1
41119,35,1,12,34.71428571,0.5,8,1,20494,205,0,1,19,1,53,0
41120,30,1,95,27.2238806,0.844155844,11,2,515147,0,27,1,139,1,63,0
41121,17,1,19,17.61538462,0.578947368,3,0,10625,37,10,0,11,1,25,1
41122,17,1,10,18.4,1,2,0,217,7,0,0,8,1,30,0
41123,28,1,7,23.8,0.428571429,2,1,161331,152,3,1,27,1,78,0
41124,34,1,34,30,0.518518519,7,0,44713,1229,2,1,17,1,52,1
41125,25,1,13,24.88888889,0.5,2,2,14714,98,0,1,4,1,55,0
41126,23,1,20,24.84615385,0.529411765,5,0,11382,141,2,1,13,1,25,0
41127,19,0,9,19.625,0.142857143,3,0,3712,240,0,1,5,1,18,0
41128,28,0,40,24.75757576,0.8,10,5,139844,825,6,1,841,1,46,0
41129,32,0,12,29.42857143,0.8,2,0,89293,92,0,0,13,1,66,0
41130,18,1,188,19.10526316,0.566473988,37,2,24047,279,7,0,133,1,23,0
41131,32,1,2,22,0,1,0,8123,435,0,1,0,1,25,1
41132,22,1,55,22.19148936,0.79245283,7,2,39636,2442,7,1,134,1,48,0
41133,27,1,1,28,1,1,0,5869,65,0,1,1,1,34,0
41134,24,1,86,21.37142857,0.475,10,0,25630,92,0,0,38,1,46,0
41135,43,1,3,24,1,1,1,2896,182,0,2,3,1,49,0
41136,39,1,115,27.725,0.528846154,27,6,70242,4556,0,0,177,1,61,1
41137,29,1,2,30.5,0.5,2,0,13154,85,0,1,0,1,56,0
41138,19,1,38,21.75,0.678571429,6,0,80067,451,0,0,1,1,33,0
41139,22,0,169,22.52142857,0.775510204,17,1,69137,45,0,2,334,1,33,0
41140,18,1,50,21.82857143,0.825,14,0,44455,617,15,1,104,1,18,0
41141,26,1,2,26,0.5,1,1,1873,52,0,0,0,1,17,0
41142,28,0,56,26.97727273,0.647058824,7,6,83205,0,0,0,40,1,67,0
41143,26,1,25,23,0.318181818,5,0,8148,57,0,1,9,1,57,0
41144,32,1,18,34,0.785714286,5,0,42030,64,0,1,3,1,82,1
41145,27,1,37,26.04166667,0.620689655,3,1,61216,214,4,2,61,1,42,0
41146,23,1,21,24.33333333,0.8,9,2,28191,105,0,1,79,1,47,0
41147,32,0,22,31,0.411764706,7,0,44334,145,65,0,44,1,43,1
41148,19,1,7,33.2,0.75,2,1,22385,52,21,0,3,1,39,0
41149,22,1,11,21.5,0.625,3,0,17757,99,0,0,0,1,11,0
41150,28,0,279,30.04615385,0.659292035,39,9,31992,1950,431,1,407,1,65,0
41151,31,1,18,30.5,0.75,3,2,45166,78,0,1,1,1,60,1
41152,21,0,15,22.33333333,0.5,4,0,32528,119,0,1,12,1,11,1
41153,23,1,2,24,1,1,0,4575,75,0,1,2,1,46,0
41154,23,0,57,24.95744681,0.843137255,11,0,36262,495,0,0,57,1,32,0
41155,23,0,7,25.4,0.833333333,3,0,8659,116,1,1,0,1,44,0
41156,28,1,11,24.4,0.636363636,3,1,74142,448,0,7,4,1,59,0
41157,23,0,29,23.05263158,0.461538462,2,1,83141,312,5,0,84,1,41,0
41158,21,1,18,20.4,0.5625,2,0,15198,165,1,0,12,1,45,0
41159,30,1,9,27.6,0.75,1,0,17549,39,0,0,5,1,34,1
41160,28,1,12,24.75,0.333333333,6,0,24170,30,0,1,16,1,47,0
41161,21,1,10,24.25,0.857142857,3,0,22300,2515,0,2,5,1,40,1
41162,25,1,101,26.35211268,0.345679012,28,9,41442,632,9,0,95,1,67,1
41163,29,1,4,27.5,0,1,0,21477,0,0,0,3,1,47,1
41164,26,1,40,26.89285714,0.571428571,12,0,79583,252,1,1,55,1,34,0
41165,31,1,28,26.85714286,0.869565217,6,2,50952,251,53,1,110,1,89,1
41166,26,1,79,24.41818182,0.363636364,22,4,20115,61,0,0,104,1,40,0
41167,17,1,27,17.13043478,0.769230769,2,0,1337,0,0,0,0,1,5,0
41168,21,1,142,19.8852459,0.310606061,3,1,9158,0,0,0,36,1,37,0
41169,21,1,44,21.5,0.35,14,0,196238,0,5,0,339,1,40,0
41170,21,1,715,20.08196721,0.892749245,36,6,96820,219,1,1,231,1,34,0
41171,28,1,4,30,0.5,1,0,375,0,0,1,1,1,49,0
41172,21,1,13,22.125,0.333333333,4,0,7521,49,0,1,5,1,46,0
41173,20,0,39,23.52941177,0.657894737,12,0,13662,0,0,0,34,1,27,0
41174,26,1,14,25.5,0.75,2,0,7138,4,0,0,1,1,54,0
41175,22,0,27,23.875,0.708333333,9,0,75052,0,0,0,0,1,72,0
41176,35,1,2,29,1,1,0,6062,46,0,2,2,1,57,0
41177,17,1,6,27.5,0.4,3,0,1417,780,0,1,2,1,34,0
41178,35,1,9,28.57142857,0.875,5,1,26273,69,0,2,8,1,37,0
41179,39,1,2,32,1,1,0,228,5,0,0,3,1,30,0
41180,19,1,2,23,1,1,0,1,9,0,0,1,1,10,0
41181,23,1,7,22.75,1,1,0,44332,87,1,1,4,1,70,0
41182,26,1,27,23.21428571,0.611111111,11,1,31066,269,0,1,96,1,25,0
41183,23,0,120,25.93258427,0.627272727,28,5,46217,1596,1,1,151,1,41,0
41184,25,1,9,25.75,0.8,3,0,44062,104,0,1,14,1,53,1
41185,23,1,31,24.75,0.47826087,5,8,58332,409,0,0,25,1,63,0
41186,40,1,1,27,1,1,0,5709,533,1,5,1,1,62,1
41187,19,1,8,20.2,0.5,3,0,23719,1498,3,0,34,1,15,0
41188,31,0,90,26.6440678,0.97260274,20,1,68653,729,0,0,91,1,48,1
41189,24,1,22,25.6,0.75,4,0,39820,8,2,0,26,1,60,0
41190,22,0,105,25.32098765,0.876404494,16,7,36842,691,1,0,215,1,60,0
41191,29,1,18,30.2,0.75,5,5,71212,3,5,0,0,1,60,0
41192,29,1,16,27.375,0.666666667,1,0,68556,0,11,2,55,1,57,0
41193,23,1,232,23.62777778,0.452380952,25,14,240772,340,520,2,1087,1,52,0
41194,27,0,51,27.375,0.804878049,12,2,31274,156,0,2,31,1,47,0
41195,28,1,4,27,0.333333333,1,1,13347,0,0,0,1,1,50,0
41196,23,0,17,24.36363636,0.466666667,6,1,8089,89,0,0,4,1,56,0
41197,27,0,8,27.4,1,1,1,49025,314,4,1,13,1,50,0
41198,24,1,1,22,0,0,0,2265,104,0,1,5,1,40,0
41199,19,0,4,18.66666667,0.333333333,1,0,5006,9,0,0,2,1,44,0
41200,22,1,60,24.25,0.740740741,17,4,49596,243,5,3,77,1,33,0
41201,28,0,229,26.07514451,0.658653846,32,8,85431,279,0,1,260,1,39,0
41202,36,0,29,33.125,0.739130435,6,1,8768,452,1,1,19,1,59,1
41203,19,0,35,20.7,0.733333333,10,2,14738,95,0,0,12,1,16,0
41204,20,0,7,24.5,0.666666667,2,0,46,5,0,1,0,1,38,0
41205,15,0,24,18.21052632,0.52631579,4,0,30820,114,0,0,21,1,18,0
41206,21,1,10,20.71428571,0.571428571,2,0,4085,47,0,1,4,1,11,0
41207,21,1,12,21.45454546,0.416666667,1,0,65847,150,46,0,76,1,34,0
41208,20,0,96,21.94666667,0.75862069,14,4,44040,216,0,1,135,1,45,0
41209,24,1,14,25.66666667,0.714285714,3,1,6590,146,0,5,6,1,46,0
41210,23,0,726,24.49029982,0.741029641,58,21,54024,220,21,1,1221,1,42,0
41211,35,1,3,38,1,1,0,2071,74,0,1,1,1,50,0
41212,28,0,21,27.1875,0.65,4,1,4221,8,0,1,46,1,52,0
41213,22,1,61,22.18367347,0.618181818,4,5,140681,1010,0,2,98,1,56,0
41214,48,1,6,35.75,1,4,2,2794,269,0,1,5,1,56,0
41215,29,0,48,29.92682927,0.317073171,4,2,45212,40,0,1,8,1,63,1
41216,16,0,34,19.23076923,0.482758621,8,0,27692,45,12,0,40,1,20,0
41217,22,1,53,21.51612903,0.627906977,10,0,55944,448,8,1,87,1,51,0
41218,19,0,3,28.66666667,1,1,0,7268,46,0,0,1,1,16,1
41219,29,1,2,33,0.5,1,0,21364,32,0,0,1,1,38,1
41220,20,0,54,21.43902439,0.531914894,20,0,51426,186,0,1,219,1,19,0
41221,21,1,45,22.48571429,0.682926829,13,3,33587,105,15,0,40,1,20,0
41222,17,1,42,19.29032258,0.638888889,16,4,53799,99,0,1,0,1,43,0
41223,21,0,10,20.83333333,0.571428571,3,0,5962,50,0,0,4,1,38,0
41224,23,0,11,24.8,0.363636364,3,0,7565,30,0,0,32,1,34,0
41225,17,1,2,16.5,1,1,0,2600,25,0,1,1,1,28,0
41226,19,1,69,18.7,0.661290323,7,0,15583,185,8,1,415,1,33,0
41227,19,1,6,17.75,0.25,1,0,2316,0,0,1,4,1,50,0
41228,26,1,4,23.75,0.25,1,0,3568,75,0,1,1,1,48,0
41229,27,0,32,28.76,0.538461539,2,1,10006,45,3,0,0,1,78,1
41230,46,1,7,27.5,1,2,1,5220,73,0,1,6,1,61,1
41231,25,1,5,24.6,0.2,1,0,1189,42,0,0,21,1,53,0
41232,24,1,95,23.3220339,0.653333333,23,4,30767,0,40,0,225,1,50,0
41233,25,0,61,28.51111111,0.727272727,12,7,27595,546,19,1,471,1,57,1
41234,23,1,10,22.2,0.5,7,0,35588,61,0,1,5,1,67,1
41235,20,1,22,23.17647059,0.7,7,1,30982,230,6,0,25,1,24,0
41236,18,1,48,18.7027027,0.568181818,7,0,17792,96,2,0,50,1,15,0
41237,44,1,3,45,0.5,1,1,60349,59,0,1,1,1,20,1
41238,21,1,12,20.5,0.111111111,3,0,5993,123,0,0,13,1,10,0
41239,20,0,62,22.23529412,0.722222222,11,1,47126,332,1,1,42,1,72,1
41240,31,1,9,27.71428571,0.857142857,2,2,11073,13,0,0,2,1,72,0
41241,24,1,12,22.125,0.5,1,1,11191,110,1,2,13,1,53,0
41242,21,0,19,22,0.764705882,5,0,14942,98,0,5,35,1,24,0
41243,21,1,14,21.16666667,0.307692308,2,0,12065,0,9,0,4,1,26,0
41244,25,0,65,25,0.727272727,11,3,442774,477,2,1,32,1,78,0
41245,38,1,19,31.5,0.466666667,4,1,27030,525,1,16,5,1,48,1
41246,24,1,74,24.53703704,0.333333333,22,3,71690,89,24,0,69,1,42,1
41247,21,1,59,21.89583333,0.6875,5,2,43889,344,0,0,350,1,27,0
41248,24,1,10,23.83333333,0.857142857,3,0,3447,14,0,0,11,1,25,0
41249,29,0,58,25.25,0.759259259,8,2,15730,106,0,1,29,1,25,0
41250,20,0,14,23.7,0.75,4,0,13096,94,2,0,11,1,25,0
41251,19,0,53,22.19444444,0.511627907,15,1,57337,0,64,1,187,1,44,0
41252,20,0,8,24,0.857142857,2,0,4493,436,0,1,1,1,20,0
41253,26,0,56,29.61538462,0.787234043,20,5,65297,799,119,1,75,1,65,1
41254,25,0,27,23.88235294,0.6,6,2,80869,312,1,0,13,1,36,0
41255,23,0,19,26.75,0.75,12,2,7400,1278,0,1,15,1,51,0
41256,31,1,19,25.625,0.222222222,9,2,9806,57,0,1,1,1,39,0
41257,20,1,11,20.14285714,0.285714286,3,0,38397,192,0,0,8,1,32,1
41258,22,0,80,22.87301587,0.605633803,8,5,11084,101,0,0,113,1,58,0
41259,28,1,1,29,1,1,0,9869,227,0,1,0,1,27,0
41260,21,0,12,20.57142857,0.818181818,4,0,32329,411,0,0,25,1,47,0
41261,21,1,22,20,0.210526316,12,0,16612,25,0,0,19,1,18,0
41262,24,1,20,24.33333333,0.6,9,0,19882,156,0,1,12,1,56,0
41263,22,1,18,22.6875,0.461538462,3,0,19540,45,17,0,36,1,94,0
41264,25,0,17,26.16666667,0.461538462,4,0,2082,150,0,1,1,1,59,0
41265,26,1,55,26.5945946,0.653061225,19,2,103876,180,7,0,27,1,70,0
41266,31,1,8,27,0.4,5,0,9799,799,4,0,5,1,70,0
41267,32,0,35,27.53571429,0.617647059,2,0,69625,112,0,1,0,1,47,0
41268,22,1,10,30.5,0.875,6,0,14100,55,0,0,1,1,16,0
41269,21,0,106,22.68965517,0.783505155,14,1,45176,152,1,0,378,1,45,0
41270,23,1,15,33.6,0.6,5,1,69553,318,4,0,1,1,43,1
41271,23,0,10,22.33333333,0.9,1,0,45546,146,1,1,7,1,72,1
41272,25,1,103,24.01408451,0.658227848,17,6,199117,477,1496,2,1073,1,66,0
41273,23,0,10,23.14285714,0.7,2,2,13353,60,0,0,7,1,9,1
41274,31,1,18,25.63636364,0.769230769,5,0,31591,64,0,0,6,1,45,1
41275,20,0,100,23.625,0.806818182,15,6,11794,107,144,0,392,1,43,0
41276,37,1,11,27.5,0.75,5,1,9962,164,1,3,9,1,69,0
41277,21,1,8,23.28571429,0.125,4,0,11987,7,0,0,5,1,61,1
41278,19,1,16,19.7,0.4,2,1,45659,225,0,1,12,1,48,0
41279,27,1,2,31,0,1,0,3923,10,0,1,2,1,61,0
41280,23,1,20,23.69230769,0.6875,5,2,53359,535,2,2,13,1,64,0
41281,19,0,19,21.2,0.833333333,7,0,89704,0,0,0,38,1,44,0
41282,26,1,23,23.44444444,0.409090909,15,0,24545,454,0,0,23,1,57,0
41283,33,1,4,33.66666667,0,1,0,9751,44,0,0,0,1,31,1
41284,23,0,38,24.34615385,0.633333333,7,0,33867,238,0,3,1,1,85,1
41285,27,1,44,24.925,0.7,5,3,9704,7,9,0,164,1,67,0
41286,30,1,21,31.52941177,0.888888889,13,0,25405,62,0,1,22,1,53,1
41287,25,1,17,26.25,0.727272727,4,2,185135,95,0,1,5,1,54,0
41288,20,1,1,19,0,1,0,5751,21,0,0,2,1,35,0
41289,26,1,16,25.71428571,0.8,5,1,50481,50,0,1,8,1,68,0
41290,31,0,19,29.53846154,0.714285714,3,2,16879,271,0,1,4,1,44,0
41291,22,1,45,22.52631579,0.731707317,15,1,67062,578,0,1,32,1,54,0
41292,25,1,41,25.17857143,0.631578947,10,1,9576,87,0,1,50,1,39,0
41293,23,1,4,20.75,0.5,1,0,2832,422,0,0,1,1,8,0
41294,20,0,8,24.2,0.8,4,0,7573,253,0,1,15,1,14,0
41295,24,1,12,26.55555556,0.555555556,6,2,11797,372,0,1,12,1,47,1
41296,23,1,1,23,1,1,0,18694,0,0,0,2,1,67,0
41297,27,1,50,26.71875,0.789473684,3,0,32419,14,0,0,45,1,44,0
41298,41,1,16,36.71428571,0.222222222,3,1,14214,554,10,2,7,1,42,1
41299,23,0,6,21.75,0.4,3,0,25517,99,0,1,4,1,43,1
41300,32,0,5,25.75,0.6,2,0,1467,67,0,1,2,1,63,0
41301,28,0,33,25.37037037,0.52173913,7,1,19437,88,0,1,48,1,72,0
41302,24,1,14,22.90909091,1,1,2,21721,45,0,0,7,1,59,0
41303,20,1,49,23.34615385,0.857142857,14,2,50577,76,24,2,153,1,49,1
41304,28,1,15,26.28571429,0.8,3,2,47693,33,0,0,45,1,57,0
41305,25,1,26,24.63157895,0.727272727,1,1,61244,211,0,2,33,1,72,0
41306,26,1,22,24.33333333,0.3125,3,0,8804,57,7,0,11,1,19,0
41307,34,0,98,31.21538462,0.759493671,25,8,117204,270,1,1,37,1,76,1
41308,22,1,76,25.6779661,0.953846154,18,3,58448,255,16,0,32,1,65,0
41309,27,1,17,25.61538462,0.5,2,1,30220,42,78,1,34,1,76,1
41310,21,0,7,22,0.2,1,1,8992,108,0,0,7,1,18,0
41311,21,1,12,20.55555556,0.555555556,1,2,28916,42,0,0,19,1,25,0
41312,19,0,64,22.5,0.75862069,14,4,10561,0,0,2,30,1,4,0
41313,21,1,25,21.75,0.8,7,2,167145,267,0,1,24,1,54,0
41314,23,1,30,24.90909091,0.52,3,0,39363,148,3,1,42,1,43,1
41315,23,1,12,23.8,0.6,1,0,13405,169,0,0,10,1,31,0
41316,23,1,2,20.5,0.5,1,0,2240,25,0,1,0,1,26,0
41317,16,1,216,17.62275449,0.604278075,28,3,34323,0,1,0,586,1,15,0
41318,20,0,15,21.09090909,0.857142857,3,1,9101,216,1,0,5,1,6,0
41319,35,1,2,26,1,1,0,3050,103,0,0,1,1,70,1
41320,26,0,44,28.96153846,0.53125,4,1,193066,690,98,3,115,1,81,1
41321,26,1,14,26,0.25,1,0,13594,43,0,0,2,1,20,1
41322,23,1,17,24.41666667,0.4,7,1,33458,355,0,2,9,1,40,0
41323,32,1,59,28.15217391,0.547169811,19,1,24208,1184,2,1,19,1,58,0
41324,27,1,9,28.33333333,0.5,3,1,9311,51,0,1,8,1,43,0
41325,22,1,19,23.09090909,0.5625,3,1,11079,157,0,1,3,1,51,0
41326,44,1,39,35.55172414,0.870967742,10,6,313380,572,5176,2,128,1,80,1
41327,34,1,12,33.6,0.75,9,0,70829,282,0,1,18,1,71,0
41328,16,0,3,18,0,1,0,771,2,0,0,1,1,13,0
41329,22,0,12,24.1,0.454545455,8,0,1163,12,0,1,7,1,63,0
41330,21,1,33,21.18518519,0.689655172,7,0,44424,504,1,1,58,1,32,0
41331,26,1,66,24.07317073,0.733333333,14,2,1580,36,0,0,18,1,18,0
41332,25,0,11,29.77777778,0.888888889,3,0,1726,67,0,1,8,1,45,1
41333,22,1,11,21.85714286,0.7,1,0,29647,21,0,0,1,1,36,1
41334,29,1,35,29.73913044,0.708333333,5,1,68852,168,1,1,68,1,59,1
41335,28,1,3,27,0,1,0,4971,70,0,1,3,1,55,1
41336,28,1,32,23.63157895,0.608695652,8,2,71624,407,0,1,6,1,57,0
41337,17,1,128,21.44444444,0.776785714,21,8,29235,251,0,1,139,1,15,0
41338,22,1,13,25.8,0.363636364,7,0,4905,181,0,1,6,1,35,1
41339,42,1,110,31.13846154,0.651162791,26,10,174898,1525,687,0,1137,1,68,0
41340,44,1,17,27.91666667,0.285714286,10,2,28102,301,0,1,28,1,50,0
41341,21,0,8,20.33333333,0.25,2,0,48727,155,0,1,20,1,67,0
41342,18,1,19,19.85714286,1,1,0,4014,17,1,0,22,1,12,0
41343,18,1,27,20.94444444,0.47826087,1,0,33369,109,0,1,41,1,53,1
41344,22,1,38,22.58064516,0.757575758,12,1,42564,349,786,0,391,1,51,0
41345,19,1,7,19.71428571,0.428571429,1,0,62637,69,0,1,1,1,43,0
41346,20,0,35,22.89285714,0.481481482,8,1,46178,9,141,0,131,1,62,0
41347,22,1,4,31.5,0,3,0,10537,114,0,1,3,1,36,0
41348,23,1,22,18.73333333,0.05,5,0,20267,103,0,1,2,1,19,1
41349,28,0,92,33.20338983,0.765432099,30,7,40167,469,0,1,38,1,55,1
41350,30,1,17,32.75,0.7,2,0,5755,11,0,1,2,1,59,0
41351,24,0,2,23,1,1,0,2449,33,0,0,2,1,58,0
41352,29,1,72,26.30612245,0.724137931,12,0,41933,1303,37,1,73,1,69,0
41353,41,1,1,50,1,1,0,4220,12,0,0,4,1,35,0
41354,35,1,17,28.36363636,0.5,8,1,48907,134,0,1,58,1,50,0
41355,31,1,335,25.45692884,0.285234899,38,24,67519,819,4,0,302,1,42,1
41356,28,0,81,26.3220339,0.651515152,13,2,99978,611,0,8,19,1,85,0
41357,21,1,15,23.33333333,0.454545455,1,0,19707,39,0,0,9,1,36,1
41358,29,1,26,24.45,0.652173913,7,1,17620,0,8,0,58,1,61,1
41359,21,1,24,21.75,0.791666667,3,1,45858,101,0,0,1,1,32,0
41360,19,1,8,19.4,1,1,0,20035,175,0,0,1,1,12,0
41361,28,1,11,28.33333333,0.555555556,5,1,52563,129,0,0,8,1,50,1
41362,44,0,7,47,1,4,0,10624,490,0,0,4,1,20,1
41363,16,0,19,17.92857143,0.647058824,5,0,3887,75,0,0,11,1,7,0
41364,29,1,34,25.71428571,0.956521739,5,2,30337,794,6,2,33,1,73,1
41365,18,0,37,19.37931035,0.193548387,13,0,27236,65,0,0,8,1,24,0
41366,45,1,31,33.52173913,0.703703704,13,2,58807,71,2,1,5,1,80,1
41367,24,1,1,24,1,1,0,1547,50,0,1,1,1,44,0
41368,26,1,22,21.8,0.571428571,5,0,20067,36,0,1,14,1,51,0
41369,27,1,455,21.57725948,0.707920792,66,14,181530,136,100,1,1253,1,44,0
41370,26,1,21,22.6,0.368421053,4,2,3997,7,7,1,2,1,10,0
41371,33,1,100,29.83333333,0.654320988,12,9,65017,529,2,1,165,1,71,0
41372,22,0,15,22.53846154,0.538461539,4,0,11643,116,5,0,18,1,19,0
41373,20,0,9,22.85714286,0.625,1,0,8481,56,0,0,6,1,20,1
41374,22,1,316,19.22727273,0.642857143,38,10,817290,92,38,25,2,1,15,0
41375,38,1,6,38.75,0.833333333,2,1,13722,54,2,1,3,1,66,1
41376,28,1,65,24.94339623,0.901639344,7,4,141712,238,23,1,227,1,82,0
41377,19,1,26,19.69565217,0.88,9,0,13132,0,1,0,110,1,35,0
41378,23,1,5,23.6,1,1,0,6928,5,0,2,3,1,51,0
41379,42,1,5,28.33333333,1,1,0,351,81,0,1,0,1,68,0
41380,22,0,30,23.95238095,0.76,10,4,18636,11,0,0,6,1,17,1
41381,38,1,7,34.75,1,2,0,88877,562,0,1,12,1,69,1
41382,22,0,36,21.60714286,0.454545455,9,2,8267,153,0,0,34,1,24,0
41383,18,0,174,18.1627907,0.523178808,28,2,44048,139,0,0,2,1,17,0
41384,24,0,7,23.33333333,0.571428571,2,0,877,21,0,1,2,1,13,0
41385,15,1,32,17.20833333,0.448275862,8,0,25610,90,0,0,4,1,11,0
41386,24,1,30,23.20833333,0.892857143,9,0,42375,4,0,0,19,1,56,0
41387,26,1,1,25,1,1,0,17600,99,0,1,1,1,75,0
41388,21,0,97,21.61038961,0.416666667,23,3,47564,1180,3,0,96,1,13,0
41389,23,1,1,23,1,1,0,642,96,0,0,1,1,28,0
41390,23,1,24,25.61904762,0.782608696,6,1,10365,478,3,0,36,1,23,0
41391,22,1,10,23,0.333333333,3,0,8758,217,0,1,3,1,58,0
41392,31,1,4,25,0.5,4,0,8122,2,0,0,1,1,45,0
41393,43,1,3,40,1,1,0,40447,320,0,0,2,1,27,0
41394,26,1,191,31.27192983,0.758389262,31,15,86913,647,2263,1,816,1,79,0
41395,31,1,1,29,0,1,0,3579,118,0,0,2,1,68,1
41396,29,0,10,27.66666667,1,3,2,13212,665,0,0,2,1,25,1
41397,55,1,4,33.66666667,0.666666667,4,0,3675,631,0,1,2,1,57,0
41398,21,0,3,29,1,3,0,69,7,0,1,0,1,28,0
41399,24,1,13,23.625,0.8,4,0,18726,12,244,1,29,1,63,1
41400,28,1,162,26.01626016,0.722972973,29,1,64736,141,84,1,924,1,69,1
41401,22,0,1,25,1,1,0,23,0,0,0,1,1,17,0
41402,21,1,6,18,1,3,0,15905,387,0,1,4,1,52,1
41403,24,1,39,24.46428571,0.766666667,8,1,14540,159,12,0,16,1,46,0
41404,27,0,24,32.71428571,0.842105263,15,1,10903,101,0,1,35,1,69,0
41405,25,1,11,27.25,0.555555556,3,1,41673,32,1,0,5,1,51,1
41406,23,1,6,19,0.666666667,2,0,7366,13,0,0,5,1,23,0
41407,34,1,5,29.5,0.4,2,2,856,125,0,10,1,1,53,0
41408,33,1,1,18,1,1,0,5046,20,0,0,1,1,31,0
41409,36,1,11,29.6,0.5,4,0,136239,914,5,1,14,1,71,0
41410,22,1,25,23.15384615,0.722222222,10,0,24634,128,8,0,20,1,66,0
41411,20,1,53,22.09756098,0.458333333,8,1,22925,803,1,1,103,1,56,0
41412,26,1,17,25.92857143,0.666666667,5,0,16560,640,0,0,14,1,25,1
41413,23,0,35,23.92307692,0.655172414,6,0,112621,570,2,0,29,1,73,0
41414,29,1,46,29.91304348,0.96969697,11,7,25441,318,7,1,33,1,57,0
41415,26,1,16,26.23076923,0.769230769,3,4,14171,1,0,0,6,1,64,0
41416,31,1,14,33,0.857142857,5,0,9726,374,2,2,8,1,65,0
41417,28,1,2,24,0.5,2,0,3101,2,0,0,0,1,36,1
41418,22,1,15,19.2,0.214285714,8,1,63367,206,1,2,7,1,34,1
41419,24,1,4,23.66666667,0.75,1,0,13009,13,0,0,2,1,39,1
41420,23,0,52,22.48275862,0.477272727,6,2,34634,514,0,1,5,1,33,0
41421,21,0,13,21.7,0.75,4,0,14735,364,1,0,10,1,41,0
41422,18,1,28,19.47058824,0.578947368,3,0,22626,113,0,1,5,1,50,1
41423,29,1,13,30,0.454545455,9,0,3916,107,1,1,2,1,50,0
41424,25,1,2,24,1,1,0,5174,153,0,1,1,1,69,0
41425,25,1,122,23.32291667,0.240384615,10,6,69822,618,19,2,116,1,71,0
41426,25,1,22,24.53846154,0.555555556,1,0,50147,4,4,0,7,1,87,1
